wardpc,wardname,province,district,alt_name,districtpc,pop_2012,f_pop_2012,m_pop_2012,households
150318,18,Matabeleland North,Hwange,,1503,3750,1882,1868,1214
170117,17,Midlands,Chirumhanzu,,1701,1883,977,906,570
110433,33,Manicaland,Makoni,,1104,2471,1246,1225,730
120812,12,Mashonaland Central,Mbire,,1208,6785,3493,3292,1509
150428,28,Matabeleland North,Lupane,,1504,1360,650,710,258
150718,18,Matabeleland North,Umguza,,1507,2005,1041,964,388
102103,3,Bulawayo,Bulawayo,,1021,29920,15648,14272,8018
102101,1,Bulawayo,Bulawayo,,1021,12258,6466,5792,3867
180317,17,Masvingo,Chivi,,1803,4458,2467,1991,983
180314,14,Masvingo,Chivi,,1803,5904,3174,2730,1201
160113,13,Matabeleland South,Beitbridge,,1601,2322,1043,1279,611
180616,16,Masvingo,Mwenezi,,1806,15089,7776,7313,3201
170818,18,Midlands,Zvishavane,,1708,4867,2549,2318,945
150301,1,Matabeleland North,Hwange,,1503,4076,1919,2157,960
180126,26,Masvingo,Bikita,,1801,4016,2111,1905,867
180125,25,Masvingo,Bikita,,1801,4259,2257,2002,992
170202,2,Midlands,Gokwe North,,1702,16075,8446,7629,3227
150104,4,Matabeleland North,Binga,,1501,3323,1852,1471,868
150409,9,Matabeleland North,Lupane,,1504,3022,1547,1475,598
150405,5,Matabeleland North,Lupane,,1504,4440,2307,2133,842
102105,5,Bulawayo,Bulawayo,,1021,18757,9926,8831,5303
120324,24,Mashonaland Central,Guruve,,1203,2105,1063,1042,498
140502,2,Mashonaland West,Makonde,,1405,12457,6080,6377,2766
120316,16,Mashonaland Central,Guruve,,1203,6722,3441,3281,1511
160520,20,Matabeleland South,Insiza,,1605,8368,4393,3975,1585
160519,19,Matabeleland South,Insiza,,1605,7692,3895,3797,1488
150102,2,Matabeleland North,Binga,,1501,4821,2717,2104,1200
160604,4,Matabeleland South,Matobo,,1606,4936,2614,2322,999
160602,2,Matabeleland South,Matobo,,1606,6078,3079,2999,1387
102104,4,Bulawayo,Bulawayo,,1021,25112,13052,12060,7380
170816,16,Midlands,Zvishavane,,1708,3941,2105,1836,841
110321,21,Manicaland,Chipinge,,1103,9223,5106,4117,1977
110320,20,Manicaland,Chipinge,,1103,18085,10151,7934,4494
110323,23,Manicaland,Chipinge,,1103,8573,4599,3974,1744
180519,19,Masvingo,Masvingo,,1805,3067,1675,1392,717
180512,12,Masvingo,Masvingo,,1805,7518,4150,3368,1639
180331,31,Masvingo,Chivi,,1803,3789,2055,1734,865
180522,22,Masvingo,Masvingo,,1805,7954,4316,3638,1602
160415,15,Matabeleland South,Gwanda,,1604,4713,2597,2116,1082
160423,23,Matabeleland South,Gwanda,,1604,6723,3119,3604,1762
180315,15,Masvingo,Chivi,,1803,4968,2697,2271,1072
180318,18,Masvingo,Chivi,,1803,4216,2303,1913,945
150319,19,Matabeleland North,Hwange,,1503,946,418,528,320
150317,17,Matabeleland North,Hwange,,1503,3194,1726,1468,689
150121,21,Matabeleland North,Binga,,1501,17370,9060,8310,3237
150311,11,Matabeleland North,Hwange,,1503,2956,1600,1356,728
170636,36,Midlands,Mberengwa,,1706,8695,4070,4625,1695
170602,2,Midlands,Mberengwa,,1706,11655,5571,6084,2543
160625,25,Matabeleland South,Matobo,,1606,5922,2760,3162,1653
160615,15,Matabeleland South,Matobo,,1606,5089,2595,2494,1082
160709,9,Matabeleland South,Umzingwane,,1607,2289,1196,1093,494
160623,23,Matabeleland South,Matobo,,1606,975,409,566,249
160622,22,Matabeleland South,Matobo,,1606,638,200,438,214
160317,17,Matabeleland South,Mangwe,,1603,3959,2139,1820,770
170819,19,Midlands,Zvishavane,,1708,4353,1958,2395,1040
170815,15,Midlands,Zvishavane,,1708,5007,2660,2347,1106
160605,5,Matabeleland South,Matobo,,1606,4668,2511,2157,930
170817,17,Midlands,Zvishavane,,1708,5617,2993,2624,1191
150608,8,Matabeleland North,Tsholotsho,,1506,9050,4947,4103,1752
150601,1,Matabeleland North,Tsholotsho,,1506,3735,1901,1834,747
150607,7,Matabeleland North,Tsholotsho,,1506,4228,2178,2050,804
160222,22,Matabeleland South,Bulilima,,1602,3927,2186,1741,829
160208,8,Matabeleland South,Bulilima,,1602,4136,2353,1783,878
150424,24,Matabeleland North,Lupane,,1504,1283,663,620,270
150408,8,Matabeleland North,Lupane,,1504,3952,2040,1912,767
150413,13,Matabeleland North,Lupane,,1504,4305,2256,2049,898
150401,1,Matabeleland North,Lupane,,1504,2735,1470,1265,537
160720,20,Matabeleland South,Umzingwane,,1607,2108,1094,1014,483
160515,15,Matabeleland South,Insiza,,1605,5172,2546,2626,1422
160706,6,Matabeleland South,Umzingwane,,1607,4146,2157,1989,942
150610,10,Matabeleland North,Tsholotsho,,1506,3283,1689,1594,731
150119,19,Matabeleland North,Binga,,1501,5183,2780,2403,1088
150316,16,Matabeleland North,Hwange,,1503,3482,1868,1614,753
160110,10,Matabeleland South,Beitbridge,,1601,6009,3310,2699,1199
160112,12,Matabeleland South,Beitbridge,,1601,5958,3192,2766,1312
160114,14,Matabeleland South,Beitbridge,,1601,4658,1985,2673,1561
110317,17,Manicaland,Chipinge,,1103,12410,6795,5615,2521
110316,16,Manicaland,Chipinge,,1103,11807,6530,5277,2748
180325,25,Masvingo,Chivi,,1803,10893,6059,4834,2542
150609,9,Matabeleland North,Tsholotsho,,1506,6612,3525,3087,1291
150603,3,Matabeleland North,Tsholotsho,,1506,5349,2927,2422,1031
170814,14,Midlands,Zvishavane,,1708,6199,3007,3192,1314
170634,34,Midlands,Mberengwa,,1706,3153,1668,1485,660
170630,30,Midlands,Mberengwa,,1706,4552,2479,2073,938
170631,31,Midlands,Mberengwa,,1706,6932,3794,3138,1490
160414,14,Matabeleland South,Gwanda,,1604,5865,3219,2646,1389
160708,8,Matabeleland South,Umzingwane,,1607,2776,1423,1353,571
170601,1,Midlands,Mberengwa,,1706,4527,2217,2310,940
160510,10,Matabeleland South,Insiza,,1605,2280,1160,1120,444
160310,10,Matabeleland South,Mangwe,,1603,5104,2765,2339,1041
180224,24,Masvingo,Chiredzi,,1802,22378,11394,10984,4634
180232,32,Masvingo,Chiredzi,,1802,6204,3170,3034,1576
180521,21,Masvingo,Masvingo,,1805,3801,2021,1780,803
180511,11,Masvingo,Masvingo,,1805,5394,2943,2451,1173
160418,18,Matabeleland South,Gwanda,,1604,5518,2986,2532,1207
160417,17,Matabeleland South,Gwanda,,1604,5971,3230,2741,1283
160106,6,Matabeleland South,Beitbridge,,1601,6740,3491,3249,1654
160107,7,Matabeleland South,Beitbridge,,1601,2782,1458,1324,591
160103,3,Matabeleland South,Beitbridge,,1601,7143,4040,3103,1599
160101,1,Matabeleland South,Beitbridge,,1601,4271,2290,1981,928
180328,28,Masvingo,Chivi,,1803,7606,4066,3540,1600
180717,17,Masvingo,Zaka,,1807,3091,1636,1455,708
180724,24,Masvingo,Zaka,,1807,6148,3418,2730,1290
180723,23,Masvingo,Zaka,,1807,4065,2223,1842,853
180102,2,Masvingo,Bikita,,1801,8892,4911,3981,1957
180721,21,Masvingo,Zaka,,1807,5387,2924,2463,1155
180613,13,Masvingo,Mwenezi,,1806,29057,14974,14083,5801
180326,26,Masvingo,Chivi,,1803,7964,4411,3553,1759
180324,24,Masvingo,Chivi,,1803,4984,2737,2247,1120
170717,17,Midlands,Shurugwi,,1707,3617,1582,2035,817
170415,15,Midlands,Gweru,,1704,3210,1567,1643,803
150516,16,Matabeleland North,Nkayi,,1505,4746,2503,2243,982
150527,27,Matabeleland North,Nkayi,,1505,4127,2145,1982,733
150523,23,Matabeleland North,Nkayi,,1505,4029,2085,1944,730
140221,21,Mashonaland West,Hurungwe,,1402,11489,5618,5871,2458
140203,3,Mashonaland West,Hurungwe,,1402,10287,5182,5105,1714
172304,4,Midlands,Redcliff,,1723,4061,2118,1943,1023
170503,3,Midlands,Kwekwe,,1705,4917,2211,2706,1045
170416,16,Midlands,Gweru,,1704,5973,2710,3263,1437
102102,2,Bulawayo,Bulawayo,,1021,27824,14660,13164,7240
172308,8,Midlands,Redcliff,,1723,1964,1026,938,520
170302,2,Midlands,Gokwe South,,1703,7906,4102,3804,1573
170326,26,Midlands,Gokwe South,,1703,6321,3326,2995,1215
170608,8,Midlands,Mberengwa,,1706,4699,2518,2181,997
170616,16,Midlands,Mberengwa,,1706,3961,2160,1801,838
170627,27,Midlands,Mberengwa,,1706,3644,2025,1619,715
150210,10,Matabeleland North,Bubi,,1502,2291,953,1338,623
150201,1,Matabeleland North,Bubi,,1502,3624,1591,2033,769
170305,5,Midlands,Gokwe South,,1703,11868,6280,5588,2432
170320,20,Midlands,Gokwe South,,1703,6557,3463,3094,1344
172105,5,Midlands,Gweru Urban,,1721,13945,7238,6707,3907
172104,4,Midlands,Gweru Urban,,1721,8532,4710,3822,2076
170101,1,Midlands,Chirumhanzu,,1701,4030,2207,1823,1042
170701,1,Midlands,Shurugwi,,1707,3524,1809,1715,707
170328,28,Midlands,Gokwe South,,1703,3322,1629,1693,644
170509,9,Midlands,Kwekwe,,1705,3764,1926,1838,882
180725,25,Masvingo,Zaka,,1807,5946,3212,2734,1317
180720,20,Masvingo,Zaka,,1807,5570,3062,2508,1208
180523,23,Masvingo,Masvingo,,1805,4305,2228,2077,958
180525,25,Masvingo,Masvingo,,1805,3136,1715,1421,671
180531,31,Masvingo,Masvingo,,1805,2622,1347,1275,531
150710,10,Matabeleland North,Umguza,,1507,2887,1430,1457,607
150205,5,Matabeleland North,Bubi,,1502,1483,754,729,314
170716,16,Midlands,Shurugwi,,1707,2718,1307,1411,567
170118,18,Midlands,Chirumhanzu,,1701,1844,954,890,407
170111,11,Midlands,Chirumhanzu,,1701,3487,1787,1700,753
150515,15,Matabeleland North,Nkayi,,1505,4589,2454,2135,901
170418,18,Midlands,Gweru,,1704,6690,3283,3407,1476
170330,30,Midlands,Gokwe South,,1703,4221,2188,2033,845
150220,20,Matabeleland North,Bubi,,1502,4193,2025,2168,863
170504,4,Midlands,Kwekwe,,1705,3510,1507,2003,908
170531,31,Midlands,Kwekwe,,1705,10232,4646,5586,2530
142715,15,Mashonaland West,Mhondoro-Ngezi,,1427,5104,2495,2609,1056
160521,21,Matabeleland South,Insiza,,1605,6650,3281,3369,1293
170417,17,Midlands,Gweru,,1704,3258,1598,1660,717
180728,28,Masvingo,Zaka,,1807,5746,3205,2541,1266
180524,24,Masvingo,Masvingo,,1805,5195,2893,2302,1175
180730,30,Masvingo,Zaka,,1807,4892,2664,2228,1066
180220,20,Masvingo,Chiredzi,,1802,18558,9788,8770,3874
170508,8,Midlands,Kwekwe,,1705,10499,5518,4981,2295
170325,25,Midlands,Gokwe South,,1703,10981,5612,5369,2311
170327,27,Midlands,Gokwe South,,1703,10201,5223,4978,1956
142710,10,Mashonaland West,Mhondoro-Ngezi,,1427,3369,1652,1717,729
142712,12,Mashonaland West,Mhondoro-Ngezi,,1427,7558,3717,3841,1562
150507,7,Matabeleland North,Nkayi,,1505,3188,1658,1530,650
150526,26,Matabeleland North,Nkayi,,1505,3702,1942,1760,736
150209,9,Matabeleland North,Bubi,,1502,864,417,447,179
150208,8,Matabeleland North,Bubi,,1502,1374,621,753,318
150219,19,Matabeleland North,Bubi,,1502,2545,1201,1344,483
170401,1,Midlands,Gweru,,1704,4289,2076,2213,944
170419,19,Midlands,Gweru,,1704,4062,2022,2040,827
180403,3,Masvingo,Gutu,,1804,4538,2373,2165,863
180409,9,Masvingo,Gutu,,1804,5583,3062,2521,1361
130622,22,Mashonaland East,Murehwa,,1306,15182,7472,7710,3372
130623,23,Mashonaland East,Murehwa,,1306,10758,5277,5481,2510
130813,13,Mashonaland East,Seke,,1308,2630,1357,1273,694
130814,14,Mashonaland East,Seke,,1308,3846,1806,2040,1104
130812,12,Mashonaland East,Seke,,1308,4395,2069,2326,1221
130820,20,Mashonaland East,Seke,,1308,4884,2303,2581,1153
110431,31,Manicaland,Makoni,,1104,9503,4953,4550,1701
110112,12,Manicaland,Buhera,,1101,7746,4092,3654,1773
110439,39,Manicaland,Makoni,,1104,4779,2460,2319,1084
110425,25,Manicaland,Makoni,,1104,7593,4074,3519,1873
180416,16,Masvingo,Gutu,,1804,7273,3979,3294,1710
110124,24,Manicaland,Buhera,,1101,8920,4738,4182,1997
110437,37,Manicaland,Makoni,,1104,11437,5439,5998,2961
110121,21,Manicaland,Buhera,,1101,7034,3820,3214,1570
110421,21,Manicaland,Makoni,,1104,4149,2246,1903,996
110419,19,Manicaland,Makoni,,1104,5700,2902,2798,1281
180506,6,Masvingo,Masvingo,,1805,10153,5050,5103,2347
182110,10,Masvingo,Masvingo Urban,,1821,5976,2968,3008,1375
180507,7,Masvingo,Masvingo,,1805,5548,2707,2841,1363
182109,9,Masvingo,Masvingo Urban,,1821,5778,3049,2729,1357
140102,2,Mashonaland West,Chegutu,,1401,8295,4344,3951,2037
140101,1,Mashonaland West,Chegutu,,1401,4525,2339,2186,1098
110415,15,Manicaland,Makoni,,1104,8090,4303,3787,1996
130101,1,Mashonaland East,Chikomba,,1301,4242,1931,2311,1144
110118,18,Manicaland,Buhera,,1101,6924,3733,3191,1527
110132,32,Manicaland,Buhera,,1101,6231,3379,2852,1400
142701,1,Mashonaland West,Mhondoro-Ngezi,,1427,4427,2350,2077,1069
102110,10,Bulawayo,Bulawayo,,1021,29436,15664,13772,7605
110126,26,Manicaland,Buhera,,1101,7562,4131,3431,1710
180120,20,Masvingo,Bikita,,1801,7473,4127,3346,1779
180432,32,Masvingo,Gutu,,1804,8553,4377,4176,1888
170102,2,Midlands,Chirumhanzu,,1701,3825,2114,1711,903
182108,8,Masvingo,Masvingo Urban,,1821,1579,754,825,499
130113,13,Mashonaland East,Chikomba,,1301,410,186,224,110
130108,8,Mashonaland East,Chikomba,,1301,9604,4646,4958,2170
110529,29,Manicaland,Mutare,,1105,9814,4981,4833,2100
110202,2,Manicaland,Chimanimani,,1102,3838,2048,1790,890
110201,1,Manicaland,Chimanimani,,1102,5339,2494,2845,1285
130312,12,Mashonaland East,Hwedza,,1303,4117,2185,1932,1052
110612,12,Manicaland,Mutasa,,1106,6008,3299,2709,1493
110614,14,Manicaland,Mutasa,,1106,2562,1393,1169,713
110522,22,Manicaland,Mutare,,1105,9041,4686,4355,1986
110123,23,Manicaland,Buhera,,1101,11855,6294,5561,2632
110524,24,Manicaland,Mutare,,1105,8726,4566,4160,1960
110530,30,Manicaland,Mutare,,1105,12649,5790,6859,2428
182105,5,Masvingo,Masvingo Urban,,1821,9884,5353,4531,2656
182103,3,Masvingo,Masvingo Urban,,1821,13664,7367,6297,3777
110613,13,Manicaland,Mutasa,,1106,4041,2166,1875,1023
130408,8,Mashonaland East,Marondera,,1304,4584,2161,2423,1077
110726,26,Manicaland,Nyanga,,1107,2690,1119,1571,998
140106,6,Mashonaland West,Chegutu,,1401,3463,1822,1641,850
130314,14,Mashonaland East,Hwedza,,1303,1855,915,940,454
110420,20,Manicaland,Makoni,,1104,6114,3102,3012,1512
182106,6,Masvingo,Masvingo Urban,,1821,9958,5510,4448,2690
180412,12,Masvingo,Gutu,,1804,6745,3637,3108,1649
110119,19,Manicaland,Buhera,,1101,5476,2941,2535,1267
180406,6,Masvingo,Gutu,,1804,4854,2652,2202,1200
180407,7,Masvingo,Gutu,,1804,6153,3201,2952,1427
130313,13,Mashonaland East,Hwedza,,1303,2414,1228,1186,535
110428,28,Manicaland,Makoni,,1104,4531,2394,2137,1064
180405,5,Masvingo,Gutu,,1804,4276,2281,1995,1024
150124,24,Matabeleland North,Binga,,1501,6240,3207,3033,1570
150106,6,Matabeleland North,Binga,,1501,4913,2713,2200,1254
150105,5,Matabeleland North,Binga,,1501,4517,2524,1993,1117
110412,12,Manicaland,Makoni,,1104,12103,6326,5777,2908
140205,5,Mashonaland West,Hurungwe,,1402,5497,2586,2911,1265
142610,10,Mashonaland West,Karoi,,1426,2368,1294,1074,619
140501,1,Mashonaland West,Makonde,,1405,7926,3781,4145,1710
140207,7,Mashonaland West,Hurungwe,,1402,13491,6587,6904,3329
170106,6,Midlands,Chirumhanzu,,1701,3486,1909,1577,846
170309,9,Midlands,Gokwe South,,1703,18535,9652,8883,3736
170204,4,Midlands,Gokwe North,,1702,10056,5253,4803,1962
142609,9,Mashonaland West,Karoi,,1426,2003,1087,916,511
140518,18,Mashonaland West,Makonde,,1405,5417,2657,2760,1204
170222,22,Midlands,Gokwe North,,1702,8187,3847,4340,1613
170214,14,Midlands,Gokwe North,,1702,6699,3530,3169,1470
170215,15,Midlands,Gokwe North,,1702,6715,3499,3216,1482
182101,1,Masvingo,Masvingo Urban,,1821,4569,2422,2147,1385
180124,24,Masvingo,Bikita,,1801,4503,2490,2013,1047
110528,28,Manicaland,Mutare,,1105,5830,3100,2730,1305
180401,1,Masvingo,Gutu,,1804,10369,5185,5184,2224
110120,20,Manicaland,Buhera,,1101,7194,3837,3357,1607
110122,22,Manicaland,Buhera,,1101,12425,6567,5858,2722
110611,11,Manicaland,Mutasa,,1106,10985,5907,5078,2680
110609,9,Manicaland,Mutasa,,1106,5541,3073,2468,1429
110438,38,Manicaland,Makoni,,1104,5064,2323,2741,1270
142608,8,Mashonaland West,Karoi,,1426,1804,945,859,485
140620,20,Mashonaland West,Zvimba,,1406,9719,4827,4892,2328
140619,19,Mashonaland West,Zvimba,,1406,9449,4658,4791,2233
140633,33,Mashonaland West,Zvimba,,1406,8419,4073,4346,1880
130624,24,Mashonaland East,Murehwa,,1306,11605,5433,6172,2687
130617,17,Mashonaland East,Murehwa,,1306,4815,2490,2325,1081
130202,2,Mashonaland East,Goromonzi,,1302,12456,6546,5910,2813
130201,1,Mashonaland East,Goromonzi,,1302,8693,4482,4211,2054
140510,10,Mashonaland West,Makonde,,1405,2975,1460,1515,671
142816,16,Mashonaland West,Sanyati,,1428,6411,3143,3268,1327
170205,5,Midlands,Gokwe North,,1702,8821,4597,4224,1751
170203,3,Midlands,Gokwe North,,1702,13798,7272,6526,1714
140208,8,Mashonaland West,Hurungwe,,1402,15345,7709,7636,3295
140204,4,Mashonaland West,Hurungwe,,1402,8476,4127,4349,1797
140516,16,Mashonaland West,Makonde,,1405,5324,2657,2667,1135
140508,8,Mashonaland West,Makonde,,1405,22166,11080,11086,4573
120602,2,Mashonaland Central,Rushinga,,1206,1584,791,793,365
102129,29,Bulawayo,Bulawayo,,1021,18749,10281,8468,4669
102114,14,Bulawayo,Bulawayo,,1021,20588,11032,9556,5200
130621,21,Mashonaland East,Murehwa,,1306,5660,2966,2694,1398
130604,4,Mashonaland East,Murehwa,,1306,5988,3142,2846,1757
130603,3,Mashonaland East,Murehwa,,1306,5435,2757,2678,1293
102108,8,Bulawayo,Bulawayo,,1021,24260,12923,11337,5830
130204,4,Mashonaland East,Goromonzi,,1302,30123,15658,14465,7211
130605,5,Mashonaland East,Murehwa,,1306,3614,1948,1666,891
130606,6,Mashonaland East,Murehwa,,1306,838,401,437,200
130719,19,Mashonaland East,Mutoko,,1307,6902,3599,3303,1628
130724,24,Mashonaland East,Mutoko,,1307,876,426,450,208
130610,10,Mashonaland East,Murehwa,,1306,4796,2535,2261,1117
130726,26,Mashonaland East,Mutoko,,1307,6119,2983,3136,1344
130917,17,Mashonaland East,Uzumba Maramba Pfungwe,,1309,5638,2953,2685,1191
130916,16,Mashonaland East,Uzumba Maramba Pfungwe,,1309,5844,2998,2846,1289
120229,29,Mashonaland Central,Centenary,,1202,2735,1288,1447,579
120321,21,Mashonaland Central,Guruve,,1203,5923,2852,3071,1198
130205,5,Mashonaland East,Goromonzi,,1302,5829,2948,2881,1325
120419,19,Mashonaland Central,Mazowe,,1204,7848,5048,2800,9785
120509,9,Mashonaland Central,Mount Darwin,,1205,1883,997,886,485
120517,17,Mashonaland Central,Mount Darwin,,1205,6422,3369,3053,1451
120518,18,Mashonaland Central,Mount Darwin,,1205,6732,3435,3297,1403
120608,8,Mashonaland Central,Rushinga,,1206,3645,1885,1760,846
120116,16,Mashonaland Central,Bindura,,1201,8562,4530,4032,2071
120115,15,Mashonaland Central,Bindura,,1201,5434,2854,2580,1329
120117,17,Mashonaland Central,Bindura,,1201,5722,2982,2740,1366
120538,38,Mashonaland Central,Mount Darwin,,1205,3500,1844,1656,780
120537,37,Mashonaland Central,Mount Darwin,,1205,2901,1486,1415,714
120609,9,Mashonaland Central,Rushinga,,1206,3189,1695,1494,684
120434,34,Mashonaland Central,Mazowe,,1204,8792,4172,4620,2134
120423,23,Mashonaland Central,Mazowe,,1204,4795,2295,2500,1206
120611,11,Mashonaland Central,Rushinga,,1206,1377,703,674,325
120610,10,Mashonaland Central,Rushinga,,1206,4080,2109,1971,921
140115,15,Mashonaland West,Chegutu,,1401,8075,3855,4220,1983
140625,25,Mashonaland West,Zvimba,,1406,7685,3581,4104,1933
120303,3,Mashonaland Central,Guruve,,1203,1856,920,936,397
120510,10,Mashonaland Central,Mount Darwin,,1205,8939,4608,4331,2058
120515,15,Mashonaland Central,Mount Darwin,,1205,9851,5061,4790,2169
110703,3,Manicaland,Nyanga,,1107,6132,3293,2839,1478
110705,5,Manicaland,Nyanga,,1107,5987,3123,2864,1340
130210,10,Mashonaland East,Goromonzi,,1302,7142,3773,3369,1807
120617,17,Mashonaland Central,Rushinga,,1206,2921,1547,1374,677
120607,7,Mashonaland Central,Rushinga,,1206,2503,1325,1178,567
120426,26,Mashonaland Central,Mazowe,,1204,6421,3182,3239,1464
120429,29,Mashonaland Central,Mazowe,,1204,8370,4119,4251,1978
120530,30,Mashonaland Central,Mount Darwin,,1205,1046,508,538,211
120716,16,Mashonaland Central,Shamva,,1207,7380,3649,3731,1614
120622,22,Mashonaland Central,Rushinga,,1206,3296,1668,1628,748
160108,8,Matabeleland South,Beitbridge,,1601,3725,2044,1681,828
160114,14,Matabeleland South,Beitbridge,,1601,4658,1985,2673,1561
102109,9,Bulawayo,Bulawayo,,1021,27836,14747,13089,7187
170506,6,Midlands,Kwekwe,,1705,6399,3266,3133,1316
170324,24,Midlands,Gokwe South,,1703,18716,9353,9363,4080
120212,12,Mashonaland Central,Centenary,,1202,4860,2371,2489,1164
120211,11,Mashonaland Central,Centenary,,1202,3212,1612,1600,674
120606,6,Mashonaland Central,Rushinga,,1206,1941,996,945,415
130618,18,Mashonaland East,Murehwa,,1306,3596,1869,1727,947
120512,12,Mashonaland Central,Mount Darwin,,1205,6308,3321,2987,1371
130612,12,Mashonaland East,Murehwa,,1306,9353,4893,4460,2376
120304,4,Mashonaland Central,Guruve,,1203,4704,2442,2262,1044
120302,2,Mashonaland Central,Guruve,,1203,3842,1840,2002,727
130725,25,Mashonaland East,Mutoko,,1307,9316,4768,4548,2086
120225,25,Mashonaland Central,Centenary,,1202,2833,1409,1424,594
120216,16,Mashonaland Central,Centenary,,1202,1659,818,841,343
120519,19,Mashonaland Central,Mount Darwin,,1205,8946,4363,4583,1929
120318,18,Mashonaland Central,Guruve,,1203,4388,2245,2143,1058
102118,18,Bulawayo,Bulawayo,,1021,22941,12439,10502,5928
150611,11,Matabeleland North,Tsholotsho,,1506,3946,2148,1798,1159
130607,7,Mashonaland East,Murehwa,,1306,807,420,387,186
130206,6,Mashonaland East,Goromonzi,,1302,12054,5837,6217,3170
120536,36,Mashonaland Central,Mount Darwin,,1205,8024,4172,3852,1850
130211,11,Mashonaland East,Goromonzi,,1302,8501,4501,4000,2171
130619,19,Mashonaland East,Murehwa,,1306,2409,1279,1130,598
120620,20,Mashonaland Central,Rushinga,,1206,2353,1194,1159,536
120430,30,Mashonaland Central,Mazowe,,1204,8403,4118,4285,1583
120424,24,Mashonaland Central,Mazowe,,1204,7261,3679,3582,1783
120431,31,Mashonaland Central,Mazowe,,1204,6567,3203,3364,1575
120314,14,Mashonaland Central,Guruve,,1203,4888,2293,2595,1213
120301,1,Mashonaland Central,Guruve,,1203,8713,4211,4502,1916
162203,3,Matabeleland South,Beitbridge Urban,,1622,4198,2059,2139,1176
160115,15,Matabeleland South,Beitbridge,,1601,4248,2277,1971,982
162202,2,Matabeleland South,Beitbridge Urban,,1622,2173,1058,1115,601
160416,16,Matabeleland South,Gwanda,,1604,5467,2937,2530,1226
160109,9,Matabeleland South,Beitbridge,,1601,4810,2497,2313,1123
160420,20,Matabeleland South,Gwanda,,1604,4618,2512,2106,968
162205,5,Matabeleland South,Beitbridge Urban,,1622,7548,3936,3612,2178
102117,17,Bulawayo,Bulawayo,,1021,17267,9207,8060,4195
102119,19,Bulawayo,Bulawayo,,1021,20842,11199,9643,5275
160424,24,Matabeleland South,Gwanda,,1604,2698,1505,1193,673
162206,6,Matabeleland South,Beitbridge Urban,,1622,12356,6312,6044,3917
160105,5,Matabeleland South,Beitbridge,,1601,9927,5539,4388,2280
162204,4,Matabeleland South,Beitbridge Urban,,1622,10778,5545,5233,3351
160619,19,Matabeleland South,Matobo,,1606,5720,3080,2640,1339
150622,22,Matabeleland North,Tsholotsho,,1506,7927,4329,3598,1881
150606,6,Matabeleland North,Tsholotsho,,1506,7341,3897,3444,1532
162201,1,Matabeleland South,Beitbridge Urban,,1622,5165,2731,2434,736
180535,35,Masvingo,Masvingo,,1805,5151,2497,2654,1346
150616,16,Matabeleland North,Tsholotsho,,1506,5637,3130,2507,1213
150614,14,Matabeleland North,Tsholotsho,,1506,3642,2070,1572,779
180210,10,Masvingo,Chiredzi,,1802,10018,5458,4560,1960
180212,12,Masvingo,Chiredzi,,1802,416,194,222,79
180211,11,Masvingo,Chiredzi,,1802,11605,6565,5040,2337
170632,32,Midlands,Mberengwa,,1706,5980,3163,2817,1280
160601,1,Matabeleland South,Matobo,,1606,3982,2149,1833,854
160411,11,Matabeleland South,Gwanda,,1604,4593,2478,2115,1079
102116,16,Bulawayo,Bulawayo,,1021,16923,9393,7530,4170
180213,13,Masvingo,Chiredzi,,1802,4097,2266,1831,835
160311,11,Matabeleland South,Mangwe,,1603,3550,1431,2119,865
160315,15,Matabeleland South,Mangwe,,1603,5802,2916,2886,1224
140311,11,Mashonaland West,Kadoma Urban,,1403,5783,3014,2769,1529
140317,17,Mashonaland West,Kadoma Urban,,1403,3565,1861,1704,921
160616,16,Matabeleland South,Matobo,,1606,4716,2486,2230,945
160617,17,Matabeleland South,Matobo,,1606,4268,2215,2053,918
160613,13,Matabeleland South,Matobo,,1606,3680,1996,1684,872
160621,21,Matabeleland South,Matobo,,1606,1106,433,673,277
160614,14,Matabeleland South,Matobo,,1606,4326,2374,1952,980
160621,21,Matabeleland South,Matobo,,1606,1106,433,673,277
160307,7,Matabeleland South,Mangwe,,1603,2991,1610,1381,617
160607,7,Matabeleland South,Matobo,,1606,4871,2618,2253,1043
162110,10,Matabeleland South,Gwanda Urban,,1621,958,472,486,281
162102,2,Matabeleland South,Gwanda Urban,,1621,1072,602,470,254
160606,6,Matabeleland South,Matobo,,1606,5358,2959,2399,1046
160305,5,Matabeleland South,Mangwe,,1603,3167,1680,1487,778
160612,12,Matabeleland South,Matobo,,1606,4141,2158,1983,854
160611,11,Matabeleland South,Matobo,,1606,3358,1811,1547,709
160609,9,Matabeleland South,Matobo,,1606,3200,1660,1540,665
160608,8,Matabeleland South,Matobo,,1606,4314,2322,1992,896
182104,4,Masvingo,Masvingo Urban,,1821,11806,6445,5361,3106
162305,5,Matabeleland South,Plumtree,,1623,616,278,338,170
160312,12,Matabeleland South,Mangwe,,1603,2713,1411,1302,562
160618,18,Matabeleland South,Matobo,,1606,3521,1875,1646,722
160301,1,Matabeleland South,Mangwe,,1603,3999,2159,1840,745
160314,14,Matabeleland South,Mangwe,,1603,2110,1114,996,428
160303,3,Matabeleland South,Mangwe,,1603,4533,2432,2101,911
160603,3,Matabeleland South,Matobo,,1606,3521,1847,1674,827
162104,4,Matabeleland South,Gwanda Urban,,1621,2503,1348,1155,663
